assortativity_min,assortativity_max,assortativity_avg,assortativity_std,assortativity_median,average_neighbor_degree_min,average_neighbor_degree_max,average_neighbor_degree_avg,average_neighbor_degree_std,average_neighbor_degree_median,clustering_min,clustering_max,clustering_avg,clustering_std,clustering_median,degree_min,degree_max,degree_avg,degree_std,degree_median,degree_centrality_min,degree_centrality_max,degree_centrality_avg,degree_centrality_std,degree_centrality_median,diameter_min,diameter_max,diameter_avg,diameter_std,diameter_median,eigenvector_min,eigenvector_max,eigenvector_avg,eigenvector_std,eigenvector_median,nb_of_edges_min,nb_of_edges_max,nb_of_edges_avg,nb_of_edges_std,nb_of_edges_median,nb_of_nodes_min,nb_of_nodes_max,nb_of_nodes_avg,nb_of_nodes_std,nb_of_nodes_median,node_clique_number_min,node_clique_number_max,node_clique_number_avg,node_clique_number_std,node_clique_number_median,number_of_cliques_min,number_of_cliques_max,number_of_cliques_avg,number_of_cliques_std,number_of_cliques_median,pagerank_min,pagerank_max,pagerank_avg,pagerank_std,pagerank_median,percolation_limit_min,percolation_limit_max,percolation_limit_avg,percolation_limit_std,percolation_limit_median,triangles_min,triangles_max,triangles_avg,triangles_std,triangles_median
-0.13785881629643051,-0.13760558224456212,-0.13776211138989203,6.824802190967186E-5,-0.1377375662472446,852.6427142596475,854.2346934783952,853.1362950460674,0.3303609991988157,853.0582356526152,0.15398268452481184,0.15474746945692353,0.15421955536750034,1.9402200022442114E-4,0.1541707238635428,4.261331833204416,4.2654571026722925,4.26351765037596,0.0011614646554350479,4.26309904706435,5.9930972001637256E-5,5.9993208099583565E-5,5.996487589331407E-5,1.712995378590178E-8,5.9958485790236275E-5,14.0,14.0,14.0,0.0,14.0,0.0010224320740912609,0.0010287139139929101,0.0010233775678944233,1.421949674083175E-6,0.0010230167251582248,151499.0,151637.0,151570.71666666667,39.55819213476865,151556.0,71098.0,71105.0,71101.25,1.8098131751109436,71101.0,2.514654590459046,2.5188253329770327,2.5167349405537873,9.012521382965808E-4,2.5164205342736863,6.136417973419591,6.3135636128378945,6.2278469278447535,0.030587623077542554,6.230533383776118,1.4063708599957791E-5,1.406509325156828E-5,1.4064450352660532E-5,3.579943764880368E-10,1.4064499796064757E-5,0.998401805361299,0.9984040416856083,0.9984026396666555,3.961373004300276E-7,0.998402634971258,6.421607785778578,6.522587904360056,6.500862258689613,0.020164601116646353,6.502826969009202
-0.1380335343632262,-0.13781875096443788,-0.13792095709042468,4.3951274041327736E-5,-0.13792138887972727,848.2277921860064,849.5323640685602,849.0005547612429,0.30996142465349485,849.0632183764535,0.15345078170735885,0.15444815361207628,0.15380072465689404,1.845223288268701E-4,0.1537777483749807,4.25904537087777,4.261365552121382,4.260578301741014,5.078165523820658E-4,4.260636840984912,5.9840634664689614E-5,5.9868297561378807E-5,5.9855401540195376E-5,6.911048773747572E-9,5.985515964389058E-5,14.0,14.0,14.0,0.0,14.0,0.0010184665554308922,0.0010197839211852624,0.001019114060611381,3.2731672502188063E-7,0.0010191297456196703,151550.0,151663.0,151638.63333333333,24.077534832609583,151646.5,71162.0,71189.0,71182.18333333333,5.0673152275938556,71183.0,2.514960806900233,2.5178343143728137,2.5164293137232656,8.470994452942166E-4,2.5167739034195638,6.179151447035684,6.348483358388243,6.222381340322326,0.0354663875902595,6.214673547529971,1.4047114020424519E-5,1.4052443719962942E-5,1.4048459293542533E-5,1.0001916970604333E-9,1.4048298048691408E-5,0.9983922353447824,0.998395323726629,0.9983937881661298,6.771880373082812E-7,0.9983939193196469,6.488185879245919,6.527162384277145,6.5055044676844025,0.010082436267273403,6.506872887378991
-0.1378389697497405,-0.13762148484038117,-0.1377688103965317,4.5772601590564265E-5,-0.1377704211372214,851.0858178953456,852.5591644010455,852.0906479224487,0.35916878602387015,852.1533537615865,0.15404589641087216,0.15455420171611695,0.15423941145638392,9.969918960861084E-5,0.1542419852367471,4.2594465514819495,4.261782016884631,4.2604053930411805,4.5705554734081974E-4,4.260416374057515,5.9832931372570904E-5,5.9866578874032583E-5,5.984928682243368E-5,5.9250951594398975E-9,5.98489739122445E-5,14.0,14.0,14.0,0.0,14.0,0.0010214222920609014,0.0010238508235012626,0.0010229424561042282,5.284823987584198E-7,0.001022930843463911,151605.0,151696.0,151641.81666666668,21.69002869137118,151643.0,71177.0,71193.0,71186.56666666667,4.283854856248153,71187.5,2.515228141155316,2.517621114435408,2.516005339715536,8.41993952567366E-4,2.515607439985013,6.099128968811464,6.216319478585777,6.140488368376685,0.02755278774547285,6.132873516258931,1.4046324779121532E-5,1.4049482276578106E-5,1.4047594235633083E-5,8.45391857949615E-10,1.4047410009472621E-5,0.9983986811585318,0.998401613469328,0.9984007234779088,6.79917718535117E-7,0.9984008391215689,6.437767818255897,6.502409080054503,6.453694533799311,0.015174976685391436,6.4474458693046195
-0.13793517968844493,-0.13777236268968082,-0.13785657896147907,4.128545761940146E-5,-0.1378512095503893,851.3735119678737,852.4976317045279,851.9729606360551,0.30050049846068055,852.0152113458024,0.15402419255464153,0.15527733518340592,0.15430198160911937,2.6787364013707937E-4,0.154254034922983,4.258145187349847,4.260841469410691,4.259723012089413,7.084544351364595E-4,4.259855019381334,5.9825575859135764E-5,5.986060848932662E-5,5.984798193361531E-5,8.249513412884612E-9,5.9849685030867984E-5,14.0,14.0,14.0,0.0,14.0,0.0010219430581199687,0.0010236182058314949,0.0010227234508524863,3.786198459573389E-7,0.0010226511408783791,151541.0,151656.0,151596.55,32.880072270970224,151603.0,71167.0,71187.0,71176.71666666666,5.211108300301961,71177.0,2.514933970216353,2.519635254942183,2.5162090780721704,0.0010351777358229854,2.515760560869325,6.097827919523435,6.2134226867852425,6.131520943143541,0.019663932945833514,6.131961607496635,1.4047508674336586E-5,1.4051456433459343E-5,1.4049538277441192E-5,1.0286214287089802E-9,1.4049482276578093E-5,0.9983995672987445,0.9984011546876247,0.998400227536892,3.651501803604709E-7,0.9984002396424752,6.437095210666067,6.491352057662316,6.4547213216933,0.01173535593960852,6.451603853384585
-0.1378406213070266,-0.1377311382817014,-0.13779789876727327,2.3984756861191812E-5,-0.13780089448831961,851.2502194841527,852.3645686484673,852.0212913690896,0.24623940920949772,852.0865922477665,0.15404706749238892,0.15456740834984622,0.15422111457175844,1.1262285487176976E-4,0.1542076320372861,4.258912768647282,4.260704652730951,4.259870057646752,4.5945220243663246E-4,4.259802647131097,5.982481981205797E-5,5.9855648859010584E-5,5.983742360568264E-5,6.9295304576430784E-9,5.983819952203532E-5,14.0,14.0,14.0,0.0,14.0,0.0010212465956839518,0.0010225224178560164,0.0010219734534206363,2.7184097773194375E-7,0.0010219885948383536,151593.0,151664.0,151633.76666666666,18.869189905343326,151635.0,71183.0,71198.0,71191.73333333334,3.7771241264558575,71192.5,2.5151289543181434,2.518627781523938,2.5161531020577153,8.971295435102213E-4,2.5156507876071776,6.101738959433645,6.208689178559388,6.132724790350711,0.020741423172252936,6.135645354553043,1.404533835220091E-5,1.4048298048691432E-5,1.4046574734819895E-5,7.452630212524228E-10,1.4046423430127135E-5,0.998398598959985,0.9984008177258459,0.9984000672127148,4.4159871414490243E-7,0.9984001077549685,6.446370378694235,6.477573782466393,6.458491078518579,0.00960850429704216,6.454093423790623
-0.13785633590488977,-0.13770082489413782,-0.1378062036032572,3.20551356085097E-5,-0.13781130081631043,852.0384330943494,852.8746312766802,852.4204231997355,0.17683727022572912,852.3980860278605,0.1541258454734662,0.15481262654449537,0.15438115569980307,1.5915666364103859E-4,0.1543735453586102,4.259673862662753,4.263027783240161,4.261859583814738,9.717254562667526E-4,4.262268603652143,5.983024134309163E-5,5.987987278580986E-5,5.986323995806764E-5,1.475230140417982E-8,5.986975890521018E-5,14.0,14.0,14.0,0.0,14.0,0.0010216762397996456,0.001022972815550039,0.0010222459386798396,2.6336031904883345E-7,0.0010222317506683315,151634.0,151751.0,151709.98333333334,32.81973965062554,151724.0,71187.0,71200.0,71194.26666666666,3.002070848354496,71194.0,2.51573846477983,2.518527362625014,2.5168667594884138,8.644635682774589E-4,2.5166342435830993,6.100431222170719,6.233953200932611,6.149481886721149,0.03286152621222487,6.1426394361811045,1.4044943820224732E-5,1.4047508674336566E-5,1.4046074895756437E-5,5.922880787385243E-10,1.4046127482653032E-5,0.9984000667178742,0.9984024462129819,0.9984015341022568,6.407624839065982E-7,0.9984017073934612,6.447572092761929,6.487366395595444,6.466089752766743,0.009666891982971788,6.465947956445761
-0.13788859435175696,-0.1377433394932455,-0.13782951020067716,2.514099267948649E-5,-0.13783065135931383,851.6558024209623,852.7664681355757,852.026629052147,0.2573377257695281,852.0040846489622,0.1537891567826318,0.154783193935482,0.15398375657920044,1.8152894600905432E-4,0.15391912358868365,4.260092960554955,4.261513180994649,4.260783544949377,3.028841280368456E-4,4.260707766430869,5.982268382512714E-5,5.9852713216216984E-5,5.98342445075872E-5,7.776724437432337E-9,5.983462672305805E-5,14.0,14.0,14.0,0.0,14.0,0.001021309165525554,0.0010224061679078042,0.001021684884122486,2.438160547599532E-7,0.001021641395851441,151671.0,151739.0,151706.86666666667,15.147262063558799,151707.5,71197.0,71220.0,71210.78333333334,6.517490591923018,71212.0,2.515278323877998,2.51810393258427,2.516107963735458,8.586909045165401E-4,2.5156751357067564,6.108336960948141,6.2129526912221085,6.138826425450609,0.024160913167028224,6.139361473788398,1.4040999719179977E-5,1.4045535626501167E-5,1.404281713285591E-5,1.285316953629748E-9,1.4042577093748238E-5,0.9984002416422938,0.9984017396462201,0.9984007681072856,3.486449702541265E-7,0.9984007445907843,6.451763747682975,6.4848042244817705,6.462515401685651,0.00825912741841919,6.458739437623834
-0.1378836810506501,-0.13776082271776843,-0.1378282379842616,2.7949992893748366E-5,-0.13783142306846324,851.5619883819239,852.5118465853176,852.1214427677761,0.20953630498287376,852.188467427323,0.15359755708854914,0.15407668895246318,0.1538847440734714,6.49033034756972E-5,0.15388100466043964,4.2593918966364726,4.26100999887653,4.260361037724343,3.7515439352878664E-4,4.260273684214653,5.9815277696037954E-5,5.983976292887681E-5,5.9827386646412846E-5,6.07331106790545E-9,5.982630066463535E-5,14.0,14.0,14.0,0.0,14.0,0.0010215250144074938,0.0010226436582727746,0.0010219290907041542,2.2119363576589634E-7,0.0010218989525559517,151645.0,151722.0,151694.16666666666,16.898667750786622,151695.5,71205.0,71222.0,71211.88333333333,4.27484429953601,71211.5,2.5151744961730214,2.517559009786989,2.516233118009324,9.019639746362001E-4,2.5156327891634134,6.108140367629506,6.213676893912799,6.136720002528561,0.025059694502347747,6.137782864703875,1.4040605430906193E-5,1.4043957587248117E-5,1.4042600149508788E-5,8.429611618305494E-10,1.4042675692118548E-5,0.998400003105213,0.9984014863777162,0.9984009330052597,3.410088354869266E-7,0.9984010276478921,6.4511445021766605,6.484884227080613,6.463925279262536,0.010026151213048135,6.458239410595369
-0.13833627638878865,-0.13824370322767762,-0.1382898953170689,2.487519064728811E-5,-0.1382873922072595,850.6315728409089,851.6233588422081,851.0777231511861,0.28184102406619077,851.1371276873593,0.15445069718613932,0.15510679490442497,0.15464792908049152,1.2267934110669586E-4,0.15462949216040422,4.265798082187934,4.267501614669625,4.2665018725930315,4.128325627621242E-4,4.266413007101268,5.989102409496439E-5,5.99191476484411E-5,5.990320416473028E-5,6.99995345656278E-9,5.99032582168621E-5,14.0,14.0,14.0,0.0,14.0,0.0010203485051785103,0.0010215061956793366,0.0010209720303245803,2.433547854882007E-7,0.0010210103851720398,151920.0,151970.0,151939.23333333334,13.380186042463647,151935.0,71220.0,71229.0,71224.26666666666,2.609413640651529,71224.0,2.5183224755700326,2.5211591923843755,2.519164820690166,8.781775715393362E-4,2.518684666924045,6.175980006739302,6.308403998427584,6.220860926838896,0.03334265256937469,6.216083794928928,1.4039225596316099E-5,1.4040999719180024E-5,1.4040158616162527E-5,5.143794329578544E-10,1.4040211164775903E-5,0.9984003857898669,0.998401819366536,0.9984010946225721,3.5622113061005205E-7,0.9984010513972619,6.510327010291908,6.541607581607582,6.522306100834164,0.008825289728565775,6.517826932515811
-0.13845482855522348,-0.13832172694793438,-0.13838556490291212,3.1697470708886275E-5,-0.13838970318725946,851.3122796276283,852.287207860691,851.920692854892,0.26431383517022217,852.0200426065858,0.15526212756503924,0.15576407134876402,0.15538383369795952,9.285508661699421E-5,0.1553727484976176,4.264689344953613,4.266927174845031,4.266062190010902,4.474002558569035E-4,4.266137194079991,5.994868278937872E-5,5.9980509138576376E-5,5.997008845539829E-5,5.860712125128386E-9,5.997141697596417E-5,14.0,14.0,14.0,0.0,14.0,0.0010216526080800551,0.0010227563656518954,0.001022264767409395,3.106965941363729E-7,0.0010223154690856165,151678.0,151781.0,151738.5,22.7063046572289,151748.0,71123.0,71146.0,71137.5,5.016920522136636,71139.0,2.5195794563292386,2.523685024317562,2.520317222435229,8.869314051761825E-4,2.519895129865314,6.181024422479367,6.311465961962862,6.212541481228982,0.026305796031078712,6.211677548704765,1.4055603969302544E-5,1.406014931878577E-5,1.4057283498733928E-5,9.914621337964074E-10,1.405698702540098E-5,0.9984014510580026,0.9984029952305696,0.9984023359625243,3.8555026932589305E-7,0.9984024494570485,6.518455526818847,6.559711562789913,6.527980320223928,0.008698090023530853,6.5240451503546435
